ID;Name;Position;Number;Club;CountryOfClub;DateOfBirth;Age;HeightCM;Country;Caps;Goals;PlaysInHomeCountry
290605;James TROISI;Midfielder;14;Melbourne Victory FC;Australia;03/jul/88;25;177;Australia;10;1;Yes
271182;Michael BARRANTES;Midfielder;11;Aalesunds FK;Norway;04/out/83;30;177;Costa Rica;50;4;No
229439;Gonzalo JARA;Defender;18;Nottingham Forest FC;England;29/ago/85;28;177;Chile;65;3;No
228617;Mauricio ISLA;Defender;4;Juventus FC;Italy;12/jun/88;26;177;Chile;46;2;No
288961;Ehsan HAJI SAFI;Midfielder;3;Sepahan FC;Iran;25/fev/90;24;177;Iran;58;2;Yes
230117;Emilio IZAGUIRRE;Midfielder;7;Celtic FC;Scotland;10/mai/86;28;177;Honduras;65;1;No
207809;MAXWELL;Defender;14;Paris Saint-Germain FC;France;27/ago/81;32;177;Brazil;8;0;No
358893;Andrey ESHCHENKO;Defender;22;FC Anzhi Makhachkala;Russia;09/fev/84;30;177;Russia;11;0;Yes
276132;Jorge FUCILE;Defender;4;FC Porto;Portugal;19/nov/84;29;177;Uruguay;41;0;No
240718;Constant DJAKPA;Defender;18;Eintracht Frankfurt;Germany;17/out/86;27;177;Ivory Coast;4;0;No
228942;Alessio CERCI;Forward;11;Torino FC;Italy;23/jul/87;26;177;Italy;11;0;Yes
323574;Stephen ADAMS;Goalkeeper;1;Aduana Stars;Ghana;28/set/89;24;177;Ghana;6;0;Yes
358101;Muhamed BESIC;Midfielder;7;Ferencvarosi TC;Hungary;10/set/92;21;177;Bosnia & Herzegovina;9;0;No
298681;Jeremain LENS;Forward;17;FC Dynamo Kyiv;Ukraine;24/nov/87;26;178;Netherlands;21;7;No
307529;Joel CAMPBELL;Forward;9;Olympiacos Piraeus FC;Greece;26/jun/92;21;178;Costa Rica;32;9;No
302539;Alan DZAGOEV;Midfielder;10;CSKA Moscow;Russia;17/jun/90;24;178;Russia;32;8;Yes
266800;Angel DI MARIA;Midfielder;7;Real Madrid CF;Spain;14/fev/88;26;178;Argentina;45;9;No
216435;Alexander SAMEDOV;Forward;19;FC Lokomotiv Moscow;Russia;19/jul/84;29;178;Russia;16;3;Yes
371044;Miguel LAYUN;Defender;7;Club America;Mexico;25/jun/88;25;178;Mexico;12;2;Yes
267543;Arturo VIDAL;Midfielder;8;Juventus FC;Italy;22/mai/87;27;178;Chile;53;8;No
209979;Tranquillo BARNETTA;Midfielder;7;Eintracht Frankfurt;Germany;22/mai/85;29;178;Switzerland;74;10;No
296118;Benjamin MOUKANDJO;Forward;8;AS Nancy;France;12/nov/88;25;178;Cameroon;16;2;No
216567;Cristian RODRIGUEZ;Midfielder;7;Atletico Madrid;Spain;30/set/85;28;178;Uruguay;72;8;No
289195;Paul AGUILAR;Defender;22;Club America;Mexico;06/mar/86;28;178;Mexico;27;3;Yes
309714;Juan CUADRADO;Midfielder;11;ACF Fiorentina;Italy;26/mai/88;26;178;Columbia;27;3;No
291389;KIM Bokyung;Midfielder;7;Cardiff City FC;England;06/out/89;24;178;South Korea;27;3;No
336837;Diego CALVO;Midfielder;20;Valerenga IF;Norway;25/mar/91;23;178;Costa Rica;9;1;No
349574;Michael ARROYO;Midfielder;15;Atlante FC;Mexico;23/abr/87;27;178;Ecuador;19;2;No
237949;Andranik TIMOTIAN;Midfielder;14;Esteghlal Tehran FC;Iran;06/mar/83;31;178;Iran;77;8;Yes
358011;Mathieu DEBUCHY;Defender;2;Newcastle United FC;England;28/jul/85;28;178;France;20;2;No
177768;Yasuhito ENDO;Midfielder;7;Gamba Osaka;Japan;28/jan/80;34;178;Japan;143;12;Yes
209502;Jean BEAUSEJOUR;Midfielder;15;Wigan Athletic FC;England;01/jun/84;30;178;Chile;60;5;No
197411;Mark MILLIGAN;Midfielder;5;Melbourne Victory FC;Australia;04/ago/85;28;178;Australia;28;2;Yes
268822;Jose CUBERO;Midfielder;22;CS Herediano;Costa Rica;14/fev/87;27;178;Costa Rica;35;2;Yes
296273;Alejandro BEDOYA;Midfielder;11;FC Nantes;France;29/abr/87;27;178;USA;26;1;No
183796;Christian BOLANOS;Midfielder;7;FC Kobenhavn;Denmark;17/mai/84;30;178;Costa Rica;54;2;No
216880;Thomas VERMAELEN;Defender;3;Arsenal FC;England;14/nov/85;28;178;Belgium;48;1;No
267829;Martin CACERES;Defender;22;Juventus FC;Italy;07/abr/87;27;178;Uruguay;56;1;No
184373;Yasuyuki KONNO;Defender;15;Gamba Osaka;Japan;25/jan/83;31;178;Japan;80;1;Yes
178185;Noel VALLADARES;Goalkeeper;18;CD Olimpia;Honduras;03/mai/77;37;178;Honduras;120;0;Yes
195231;Jose CORONA;Goalkeeper;1;Cruz Azul FC;Mexico;26/jan/81;33;178;Mexico;32;0;Yes
214874;Patrick PEMBERTON;Goalkeeper;18;LD Alajuelense;Costa Rica;24/abr/82;32;178;Costa Rica;20;0;Yes
306180;Benoit ASSOU EKOTTO;Defender;2;Queens Park Rangers FC;England;24/mar/84;30;178;Cameroon;21;0;No
329737;Ghasem HADADIFAR;Midfielder;11;Zob Ahan Isfahan FC;Iran;12/jul/83;30;178;Iran;16;0;Yes
254091;Paul VERHAEGH;Defender;12;FC Augsburg;Germany;01/set/83;30;178;Netherlands;2;0;No
349582;Francisco SILVA;Midfielder;5;CA Osasuna;Spain;11/fev/86;28;178;Chile;11;0;No
201001;Fernando GAGO;Midfielder;5;CA Boca Juniors;Argentina;10/abr/86;28;178;Argentina;47;0;Yes
321731;Ioannis MANIATIS;Midfielder;2;Olympiacos Piraeus FC;Greece;12/out/86;27;178;Greece;29;0;Yes
359375;SAMMIR;Midfielder;19;Getafe CF;Spain;23/abr/87;27;178;Croatia;5;0;No
379889;Steven BEITASHOUR;Defender;20;Vancouver Whitecaps FC;Canada;01/fev/87;27;178;Iran;6;0;No
358881;Alexey IONOV;Forward;21;FC Dynamo Moscow;Russia;18/fev/89;25;178;Russia;5;0;Yes
370438;Sammy NDJOCK;Goalkeeper;23;Fethiyespor;Turkey;25/fev/90;24;178;Cameroon;2;0;No
270948;Cesar AZPILICUETA;Midfielder;22;Chelsea FC;England;28/ago/89;24;178;Spain;6;0;No
355859;Loic FEUDJOU;Goalkeeper;1;Coton Sport FC;Cameroon;14/abr/92;22;178;Cameroon;1;0;Yes
313410;KOKE;Midfielder;17;Atletico Madrid;Spain;08/jan/92;22;178;Spain;7;0;Yes
336098;Memphis DEPAY;Forward;21;PSV Eindhoven;Netherlands;13/fev/94;20;178;Netherlands;6;0;Yes
306532;Daniel STURRIDGE;Forward;9;Liverpool FC;England;01/set/89;24;179;England;11;4;Yes
230517;Theofanis GEKAS;Forward;17;Konyaspor;Turkey;23/mai/80;34;179;Greece;71;24;No
373400;Enner VALENCIA;Forward;13;CF Pachuca;Mexico;04/nov/89;24;179;Ecuador;9;3;No
270144;Marcos URENA;Forward;21;Kuban Krasnodar;Russia;05/mar/90;24;179;Costa Rica;23;7;No
366573;Saphir TAIDER;Midfielder;19;FC Internazionale;Italy;29/fev/92;22;179;Algeria;10;3;No
313874;Esteban PAREDES;Forward;22;CSD Colo-Colo;Chile;01/ago/80;33;179;Chile;34;10;Yes
318172;HULK;Forward;7;FC Zenit St. Petersburg;Russia;25/jul/86;27;179;Brazil;34;9;No
183000;Sulley MUNTARI;Midfielder;11;AC Milan;Italy;27/ago/84;29;179;Ghana;80;21;No
290186;GERVINHO;Forward;10;AS Roma;Italy;27/mai/87;27;179;Ivory Coast;52;13;No
234551;Giovani DOS SANTOS;Forward;10;Villarreal CF;Spain;11/mai/89;25;179;Mexico;73;15;No
290903;Kevin MIRALLAS;Forward;11;Everton FC;England;05/out/87;26;179;Belgium;44;9;No
208016;FERNANDINHO;Midfielder;5;Manchester City FC;England;04/mai/85;29;179;Brazil;6;1;No
210214;RAUL MEIRELES;Midfielder;16;Fenerbahce SK;Turkey;17/mar/83;31;179;Portugal;73;10;No
297331;Valentin STOCKER;Midfielder;14;FC Basel;Switzerland;12/abr/89;25;179;Switzerland;24;3;Yes
313805;Heiner MORA;Defender;8;Deportivo Saprissa;Costa Rica;20/jun/84;29;179;Costa Rica;21;1;Yes
233497;Masahiko INOHA;Defender;19;Jubilo Iwata;Japan;28/ago/85;28;179;Japan;21;1;Yes
298664;Claudio MARCHISIO;Midfielder;8;Juventus FC;Italy;19/jan/86;28;179;Italy;43;2;Yes
216650;Gelson FERNANDES;Midfielder;16;SC Freiburg;Germany;02/set/86;27;179;Switzerland;47;2;No
181930;Jorge GUAGUA;Defender;2;CS Emelec;Ecuador;28/set/81;32;179;Ecuador;58;2;Yes
216646;Blerim DZEMAILI;Midfielder;15;SSC Napoli;Italy;12/abr/86;28;179;Switzerland;34;1;No
229436;Carlos CARMONA;Midfielder;6;Atalanta Bergamo;Italy;21/fev/87;27;179;Chile;44;1;No
238381;Samuel INKOOM;Defender;2;FC Platanias;Greece;01/jun/89;25;179;Ghana;46;1;No
179038;JULIO CESAR;Goalkeeper;12;Toronto FC;Canada;03/set/79;34;179;Brazil;79;0;No
323339;Djamel MESBAH;Defender;6;AS Livorno;Italy;09/out/84;29;179;Algeria;26;0;No
367555;Die SEREY;Midfielder;20;FC Basel;Switzerland;07/nov/84;29;179;Ivory Coast;6;0;No
278126;KIM Changsoo;Defender;2;Kashiwa Reysol;Japan;12/set/85;28;179;South Korea;8;0;No
296312;Edder DELGADO;Midfielder;12;Real Espana;Honduras;20/nov/86;27;179;Honduras;26;0;Yes
349576;Juan PAREDES;Defender;4;Barcelona SC;Ecuador;08/jul/87;26;179;Ecuador;37;0;Yes
361222;Adam LALLANA;Midfielder;20;Southampton FC;England;10/mai/88;26;179;England;4;0;Yes
228691;Alexander MEJIA;Midfielder;15;Atletico Nacional;Columbia;11/jul/88;25;179;Columbia;8;0;Yes
358869;Georgy SHCHENNIKOV;Defender;3;CSKA Moscow;Russia;27/abr/91;23;179;Russia;3;0;Yes
379942;Riyad MAHREZ;Forward;21;Leicester City FC;England;21/fev/91;23;179;Algeria;1;0;No
306364;Jason DAVIDSON;Defender;3;SC Heracles Almelo;Netherlands;29/jun/91;22;179;Australia;6;0;No
346731;Bakhtiar RAHMANI;Midfielder;18;Foolad Khuzestan FC;Iran;23/set/91;22;179;Iran;3;0;Yes
307541;Yeltsin TEJEDA;Midfielder;17;Deportivo Saprissa;Costa Rica;17/mar/92;22;179;Costa Rica;22;0;Yes
359223;Mattia DE SCIGLIO;Defender;2;AC Milan;Italy;20/out/92;21;179;Italy;10;0;Yes
368860;Lucas DIGNE;Defender;17;Paris Saint-Germain FC;France;20/jul/93;20;179;France;2;0;Yes
212306;Didier DROGBA;Forward;11;Galatasaray SK;Turkey;11/mar/78;36;180;Ivory Coast;100;61;No
379894;Miiko ALBORNOZ;Defender;3;Malmo FF;Sweden;30/nov/90;23;180;Chile;2;1;No
213001;Tim CAHILL;Forward;4;New York Red Bulls;USA;06/dez/79;34;180;Australia;68;32;No
309716;Teofilo GUTIERREZ;Forward;9;CA River Plate;Argentina;17/mai/85;29;180;Columbia;29;12;No
196789;Lukas PODOLSKI;Forward;10;Arsenal FC;England;04/jun/85;29;180;Germany;113;46;No
214135;Pierre WEBO;Forward;15;Fenerbahce SK;Turkey;20/jan/82;32;180;Cameroon;54;19;No
352394;Marco REUS;Forward;21;Borussia Dortmund;Germany;31/mai/89;25;180;Germany;20;7;Yes
305036;Mesut OEZIL;Midfielder;8;Arsenal FC;England;15/out/88;25;180;Germany;54;17;No
216071;Zvjezdan MISIMOVIC;Midfielder;10;Guizhou Renhe FC;China;05/jun/82;32;180;Bosnia & Herzegovina;81;25;No
184616;Arjen ROBBEN;Forward;11;FC Bayern Muenchen;Germany;23/jan/84;30;180;Netherlands;74;22;No
184291;Maxi RODRIGUEZ;Midfielder;11;CA Newells Old Boys;Argentina;02/jan/81;33;180;Argentina;53;15;Yes
356198;Alex OXLADE CHAMBERLAIN;Midfielder;15;Arsenal FC;England;15/ago/93;20;180;England;14;3;Yes
269058;James RODRIGUEZ;Midfielder;10;AS Monaco;France;12/jul/91;22;180;Columbia;21;4;No
254166;VARELA;Forward;18;FC Porto;Portugal;02/fev/85;29;180;Portugal;22;4;Yes
299198;Miralem PJANIC;Midfielder;8;AS Roma;Italy;02/abr/90;24;180;Bosnia & Herzegovina;48;8;No
175524;Michael ESSIEN;Midfielder;5;AC Milan;Italy;03/dez/82;31;180;Ghana;57;9;No
207906;JUANFRAN;Defender;5;Atletico Madrid;Spain;09/jan/85;29;180;Spain;7;1;Yes
202544;Antonio VALENCIA;Midfielder;16;Manchester United FC;England;04/ago/85;28;180;Ecuador;70;8;No
184545;Segundo CASTILLO;Midfielder;14;Al Hilal FC;Saudi Arabia;15/mai/82;32;180;Ecuador;81;9;No
268414;LEE Chungyong;Midfielder;17;Bolton Wanderers FC;England;02/jul/88;25;180;South Korea;54;6;No
304934;Roger ESPINOZA;Midfielder;15;Wigan Athletic FC;England;25/out/86;27;180;Honduras;41;4;No
239424;HERNANES;Midfielder;18;FC Internazionale;Italy;29/mai/85;29;180;Brazil;24;2;No
196605;Stephan LICHTSTEINER;Defender;2;Juventus FC;Italy;16/jan/84;30;180;Switzerland;63;5;No
295157;Hashem BEIKZADEH;Midfielder;19;Esteghlal Tehran FC;Iran;22/jan/84;30;180;Iran;17;1;Yes
310048;Enoh EYONG;Midfielder;18;Antalyaspor AS;Turkey;23/mar/86;28;180;Cameroon;35;2;No
228936;Ignazio ABATE;Defender;7;AC Milan;Italy;12/nov/86;27;180;Italy;19;1;Yes
239237;Carl MEDJANI;Defender;12;Valenciennes FC;France;15/mai/85;29;180;Algeria;25;1;No
289027;Makoto HASEBE;Midfielder;17;1. FC Nuernberg;Germany;18/jan/84;30;180;Japan;78;2;No
197464;Glen JOHNSON;Defender;2;Liverpool FC;England;23/ago/84;29;180;England;51;1;Yes
208120;Michael UMANA;Defender;4;Deportivo Saprissa;Costa Rica;16/jul/82;31;180;Costa Rica;81;1;Yes
178958;Boubacar BARRY;Goalkeeper;1;KSC Lokeren;Belgium;30/dez/79;34;180;Ivory Coast;76;0;No
213871;Donis ESCOBER;Goalkeeper;22;CD Olimpia;Honduras;03/fev/81;33;180;Honduras;20;0;Yes
181951;Brad DAVIS;Midfielder;14;Houston Dynamo;USA;08/nov/81;32;180;USA;16;0;Yes
216432;Yury ZHIRKOV;Forward;18;FC Dynamo Moscow;Russia;20/ago/83;30;180;Russia;60;0;Yes
299064;RUBEN AMORIM;Midfielder;20;SL Benfica;Portugal;27/jan/85;29;180;Portugal;11;0;Yes
376071;Fatawu DAUDA;Goalkeeper;16;Orlando Pirates;South Africa;06/abr/85;29;180;Ghana;17;0;No
290822;Laurent CIMAN;Defender;23;Standard Liege;Belgium;05/ago/85;28;180;Belgium;8;0;Yes
363578;LEE Yong;Defender;12;Ulsan Hyundai FC;South Korea;24/dez/86;27;180;South Korea;11;0;Yes
267344;Mehrdad POOLADI;Defender;23;Perspolis FC;Iran;26/fev/87;27;180;Iran;19;0;Yes
298662;Antonio CANDREVA;Midfielder;6;SS Lazio;Italy;28/fev/87;27;180;Italy;19;0;Yes
370062;Ivan FRANJIC;Defender;2;Brisbane Roar FC;Australia;10/set/87;26;180;Australia;8;0;Yes
295149;James HOLLAND;Midfielder;16;FK Austria Wien;Austria;15/mai/89;25;180;Australia;13;0;No
291398;PARK Jongwoo;Midfielder;15;Guangzhou R&F FC;China;10/mar/89;25;180;South Korea;10;0;No
332293;Giovanni SIO;Forward;21;FC Basel;Switzerland;31/mar/89;25;180;Ivory Coast;7;0;No
329092;Hector HERRERA;Midfielder;6;FC Porto;Portugal;19/abr/90;24;180;Mexico;12;0;No
319432;Daley BLIND;Defender;5;AFC Ajax;Netherlands;09/mar/90;24;180;Netherlands;11;0;Yes
379164;Ben HALLORAN;Forward;10;Fortuna Duesseldorf;Germany;14/jun/92;22;180;Australia;1;0;No
313559;Ricardo RODRIGUEZ;Defender;13;VfL Wolfsburg;Germany;25/ago/92;21;180;Switzerland;21;0;No
376360;Ismael DIOMANDE;Midfielder;14;AS Saint-Etienne;France;28/ago/92;21;180;Ivory Coast;1;0;No
367557;Jean Daniel AKPA;Defender;7;Toulouse FC;France;11/out/92;21;180;Ivory Coast;1;0;No
369050;Ivan MOCINIC;Midfielder;15;HNK Rijeka;Croatia;30/abr/93;21;180;Croatia;0;0;Yes
380000;Marcelo BROZOVIC;Midfielder;14;GNK Dinamo Zagreb;Croatia;16/nov/92;21;180;Croatia;0;0;Yes
379910;Adnan JANUZAJ;Midfielder;20;Manchester United FC;England;05/fev/95;19;180;Belgium;0;0;No
362641;Reza GHOOCHANNEJAD;Forward;16;Charlton Athletic FC;England;20/set/87;26;181;Iran;13;9;No
270775;Luis SUAREZ;Forward;9;Liverpool FC;England;24/jan/87;27;181;Uruguay;77;39;No
170667;Samuel ETOO;Forward;9;Chelsea FC;England;10/mar/81;33;181;Cameroon;117;54;No
189259;Diego FORLAN;Forward;10;Cerezo Osaka;Japan;19/mai/79;35;181;Uruguay;109;36;No
312868;OSCAR;Midfielder;11;Chelsea FC;England;09/set/91;22;181;Brazil;30;9;No
349512;Carlos BACCA;Forward;17;Sevilla FC;Spain;08/set/86;27;181;Columbia;10;3;No
185385;Frank LAMPARD;Midfielder;8;Chelsea FC;England;20/jun/78;36;181;England;103;29;Yes
358120;Kevin DE BRUYNE;Midfielder;7;VfL Wolfsburg;Germany;28/jun/91;22;181;Belgium;22;5;No
213953;Jerry PALACIOS;Midfielder;9;LD Alajuelense;Costa Rica;13/mai/82;32;181;Honduras;23;5;No
362727;PAULINHO;Midfielder;8;Tottenham Hotspur FC;England;25/jul/88;25;181;Brazil;25;5;No
379886;Alireza JAHAN BAKHSH;Forward;9;NEC Nijmegen;Netherlands;11/ago/93;20;181;Iran;5;1;No
214228;Peter ODEMWINGIE;Forward;8;Stoke City FC;England;15/jul/81;32;181;Nigeria;60;10;No
321697;Mathew LECKIE;Forward;7;FSV Frankfurt;Germany;04/fev/91;23;181;Australia;7;1;No
298959;RAMIRES;Midfielder;16;Chelsea FC;England;24/mar/87;27;181;Brazil;42;4;No
261029;Gokhan INLER;Midfielder;8;SSC Napoli;Italy;27/jun/84;29;181;Switzerland;73;6;No
269784;FABIO COENTRAO;Defender;5;Real Madrid CF;Spain;11/mar/88;26;181;Portugal;43;3;No
209827;Wilson PALACIOS;Midfielder;8;Stoke City FC;England;29/jul/84;29;181;Honduras;93;5;No
279417;Cristhian NOBOA;Midfielder;6;FC Dynamo Moscow;Russia;09/abr/85;29;181;Ecuador;41;2;No
200201;MIGUEL VELOSO;Midfielder;4;FC Dynamo Kyiv;Ukraine;11/mai/86;28;181;Portugal;47;2;No
175512;Kyle BECKERMAN;Midfielder;15;Real Salt Lake;USA;23/abr/82;32;181;USA;36;1;Yes
356612;Hugo CAMPAGNARO;Defender;3;FC Internazionale;Italy;27/jun/80;33;181;Argentina;13;0;No
199160;Daniel CAMBRONERO;Goalkeeper;23;CS Herediano;Costa Rica;08/jan/86;28;181;Costa Rica;2;0;Yes
228624;Cristopher TOSELLI;Goalkeeper;12;CD Universidad Catolica;Chile;15/jun/88;26;181;Chile;4;0;Yes
339117;Maty RYAN;Goalkeeper;1;Club Brugge KV;Belgium;08/abr/92;22;181;Australia;6;0;No
369546;Eder BALANTA;Defender;16;CA River Plate;Argentina;28/fev/93;21;181;Columbia;2;0;No
339987;Mateo KOVACIC;Midfielder;20;FC Internazionale;Italy;06/mai/94;20;181;Croatia;9;0;No
182206;Miroslav KLOSE;Forward;11;SS Lazio;Italy;09/jun/78;36;182;Germany;131;68;No
339508;Chris WONDOLOWSKI;Forward;18;San Jose Earthquakes;USA;28/jan/83;31;182;USA;19;9;Yes
356399;Josip DRMIC;Forward;19;1. FC Nuernberg;Germany;08/ago/92;21;182;Switzerland;7;3;No
364763;Emmanuel EMENIKE;Forward;9;Fenerbahce SK;Turkey;10/mai/87;27;182;Nigeria;22;9;No
187203;HELDER POSTIGA;Forward;23;SS Lazio;Italy;02/ago/82;31;182;Portugal;67;27;No
275136;Yuya OSAKO;Forward;18;TSV 1860 Muenchen;Germany;18/mai/90;24;182;Japan;8;3;No
233500;Keisuke HONDA;Forward;4;AC Milan;Italy;13/jun/86;28;182;Japan;55;20;No
353118;Wilfried BONY;Forward;12;Swansea City AFC;England;10/dez/88;25;182;Ivory Coast;23;8;No
291393;KOO Jacheol;Forward;13;FSV Mainz 05;Germany;27/fev/89;25;182;South Korea;36;12;No
196812;Ashkan DEJAGAH;Forward;21;Fulham FC;England;05/jul/86;27;182;Iran;13;4;No
367347;Aron JOHANNSSON;Forward;9;AZ Alkmaar;Netherlands;10/nov/90;23;182;USA;8;2;No
358048;Alexander KOKORIN;Forward;9;FC Dynamo Moscow;Russia;19/mar/91;23;182;Russia;21;5;Yes
